0,-2.22836e-18,0.420378,-0.16057,-1.29642e-17,1,4.9519e-18,-0.356822,0,-0.934172,-0.934172,-0,0.356822,14,15,1,
1,2.22836e-18,0.420378,0.16057,1.29642e-17,-1,-4.9519e-18,-0.356822,-0,-0.934172,0.934172,-0,-0.356822,13,0,12,
2,-0.16057,-2.98023e-09,0.420378,-0,-0.934172,0.356822,-1,-0,-0,0,-0.356822,-0.934172,18,12,3,
3,0.16057,-2.98023e-09,0.420378,-0,-0.934172,-0.356822,-1,0,-0,-0,0.356822,-0.934172,13,19,2,
4,0.16057,-2.98023e-09,-0.420378,0,0.934172,-0.356822,-1,0,-0,0,0.356822,0.934172,15,17,5,
5,-0.16057,-2.98023e-09,-0.420378,0,0.934172,0.356822,-1,0,-0,0,-0.356822,0.934172,16,14,4,
6,2.22836e-18,-0.420378,0.16057,-1.29642e-17,-1,-4.9519e-18,-0.356822,-0,0.934172,-0.934172,-0,-0.356822,19,18,7,
7,-2.22836e-18,-0.420378,-0.16057,1.29642e-17,1,4.9519e-18,-0.356822,0,0.934172,0.934172,-0,0.356822,16,6,17,
8,-0.420378,0.16057,2.22836e-18,-0.356822,0,0.934172,-0.934172,-0,-0.356822,-1.29642e-17,-1,-4.9519e-18,14,12,9,
9,-0.420378,-0.16057,2.22836e-18,0.356822,0,0.934172,-0.934172,0,0.356822,1.29642e-17,-1,-4.9519e-18,18,16,8,
10,0.420378,0.16057,-2.22836e-18,0.356822,0,-0.934172,-0.934172,0,-0.356822,1.29642e-17,1,4.9519e-18,11,13,15,
11,0.420378,-0.16057,-2.22836e-18,-0.356822,0,-0.934172,-0.934172,-0,0.356822,-1.29642e-17,1,4.9519e-18,10,17,19,
12,-0.259808,0.259808,0.259808,-0.408248,-0.707107,0.57735,-0.816497,-2.77556e-17,-0.57735,0.408248,-0.707107,-0.57735,2,8,1,
13,0.259808,0.259808,0.259808,0.408248,-0.707107,-0.57735,-0.816497,-2.77556e-17,-0.57735,0.408248,0.707107,-0.57735,10,3,1,
14,-0.259808,0.259808,-0.259808,-0.408248,0.707107,0.57735,-0.816497,-2.77556e-17,-0.57735,-0.408248,-0.707107,0.57735,0,5,8,
15,0.259808,0.259808,-0.259808,0.408248,0.707107,-0.57735,-0.816497,-2.77556e-17,-0.57735,-0.408248,0.707107,0.57735,10,4,0,
16,-0.259808,-0.259808,-0.259808,0.408248,0.707107,0.57735,-0.816497,2.77556e-17,0.57735,0.408248,-0.707107,0.57735,5,7,9,
17,0.259808,-0.259808,-0.259808,-0.408248,0.707107,-0.57735,-0.816497,2.77556e-17,0.57735,0.408248,0.707107,0.57735,11,4,7,
18,-0.259808,-0.259808,0.259808,0.408248,-0.707107,0.57735,-0.816497,2.77556e-17,0.57735,-0.408248,-0.707107,-0.57735,2,9,6,
19,0.259808,-0.259808,0.259808,-0.408248,-0.707107,-0.57735,-0.816497,2.77556e-17,0.57735,-0.408248,0.707107,-0.57735,11,6,3,
