0,0.821223,
1,0.719007,
2,0.0125801,
3,0.424906,
4,0.764555,
5,0,
6,0.274266,
7,0.206386,
8,0.904063,
9,0.920941,
10,0.451081,
11,0.916597,
12,0.933755,
13,0.979292,
14,0.946582,
15,1,
16,0.72994,
17,0.687747,
18,0.644421,
19,0.601015,
20,0.815562,
21,0.883706,
22,0.781559,
23,0.842741,
24,0.734584,
25,0.2953,
26,0.000471739,
27,0.264694,
28,0.818939,
29,0.0256017,
30,0.713208,
31,0.443316,
32,0.840682,
33,0.246434,
34,0.288277,
35,0.707678,
36,0.788801,
37,0.297898,
38,0.296168,
39,0.709282,
40,0.360613,
41,0.442607,
42,0.536014,
43,0.293931,
44,0.340584,
45,0.524655,
46,0.411616,
47,0.29448,
48,0.821033,
49,0.630398,
50,0.40207,
51,0.622721,
52,0.95392,
53,0.246198,
54,0.872298,
55,0.851479,
56,0.866626,
57,0.549621,
58,0.803908,
59,0.852555,
60,0.938528,
61,0.680997,
62,0.579197,
63,0.822493,
64,0.888079,
65,0.820833,
66,0.370353,
67,0.853246,
68,0.964005,
69,0.585481,
70,0.673096,
71,0.835221,
72,0.797218,
73,0.430555,
74,0.647052,
75,0.605679,
76,0.962852,
77,0.879512,
78,0.270963,
79,0.844083,
